sample	estimated_genome_size	is_paired	original_total_bp	original_coverage	original_read_total	original_read_min	original_read_mean	original_read_std	original_read_median	original_read_max	original_read_25th	original_read_75th	original_qual_min	original_qual_mean	original_qual_std	original_qual_max	original_qual_median	original_qual_25th	original_qual_75th	final_total_bp	final_coverage	final_read_total	final_read_min	final_read_mean	final_read_std	final_read_median	final_read_max	final_read_25th	final_read_75th	final_qual_min	final_qual_mean	final_qual_std	final_qual_max	final_qual_median	final_qual_25th	final_qual_75th	contig_non_acgtn	contig_percent_a	contig_percent_c	contig_percent_g	contig_percent_n	contig_percent_t	contigs_greater_100k	contigs_greater_10k	contigs_greater_1k	contigs_greater_1m	l50_contig_count	max_contig_length	mean_contig_length	median_contig_length	min_contig_length	n50_contig_length	num_contig_non_acgtn	percent_contigs_greater_100k	percent_contigs_greater_10k	percent_contigs_greater_1k	percent_contigs_greater_1m	total_contig	total_contig_length	annotation_organism	annotation_contigs	annotation_bases	annotation_CDS	annotation_gene	annotation_rRNA	annotation_tRNA	annotation_tmRNA	rank	reason	annotation_repeat_region
SRX6601757	1860196	True	917605800	493.284	3655800	251	251	0	251	251	251	251	2	32.807	5.933	39	35	31.500	37	186019577	100.000	803432	35	231.531	26.793	240.500	250	225	248	18	35.433	3.206	39	36.500	35	37.500	0.00	31.26	19.16	18.78	0.00	30.80	7	18	28	0	5	283455	51876	17356	676	131792	0	20.00	51.43	80.00	0.00	35	1815678	Haemophilus influenzae strain	35	1815678	1736	1789	4	48	1	gold	passed all cutoffs	
SRX6601758	1860196	True	747454406	401.814	2977906	251	251	0	251	251	251	251	2	34.931	4.933	39	37	34	38	186019519	100.000	777602	35	239.222	22.663	248.500	250	240	250	17.500	36.248	3.092	39	37.500	36	38.500	0.00	31.25	19.40	18.66	0.00	30.69	7	15	19	0	3	450335	92329	39571	515	240143	0	33.33	71.43	90.48	0.00	21	1938918	Haemophilus influenzae strain	21	1938918	1882	1932	3	46	1	gold	passed all cutoffs	
SRX6601759	1860196	True	521101100	280.132	2076100	251	251	0	251	251	251	251	2	35.012	4.923	39	37	34	38	186019757	100.000	777696	35	239.194	23.136	248.500	250	240.500	250	18	36.348	3.025	39	37.500	36	38.500	0.00	30.99	18.97	18.95	0.00	31.10	5	9	11	1	1	1094255	154810	56376	660	1094255	0	41.67	75.00	91.67	8.33	12	1857727	Haemophilus influenzae strain	12	1857727	1766	1820	3	50	1	gold	passed all cutoffs	
SRX6601760	1860196	True	634320674	340.996	2527174	251	251	0.000	251	251	251	251	2	34.994	4.842	39	37	34	38	186019511	100.000	781780	35	237.944	25.469	248.500	250	239.500	250	18	36.367	2.993	39	37.500	36	38.500	0.00	30.98	19.07	19.15	0.00	30.80	6	22	32	0	4	330157	58326	21471	661	195441	0	17.65	64.71	94.12	0.00	34	1983099	Haemophilus influenzae strain	34	1983099	1962	2016	6	47	1	gold	passed all cutoffs	
SRX6601761	1860196	True	734712642	394.966	2927142	251	251	0	251	251	251	251	2	34.622	5.076	39	36.500	34	37.500	186019383	100.000	778838	35.500	238.843	22.801	248.500	250	239.500	250	18	36.021	3.141	39	37	35	38	0.00	30.91	18.89	19.02	0.00	31.18	6	12	17	0	2	524190	106135	50717	1247	455505	0	35.29	70.59	100.00	0.00	17	1804308	Haemophilus influenzae strain	17	1804308	1707	1755	3	44	1	gold	passed all cutoffs	1
SRX6601762	1860196	True	716878590	385.378	2856090	251	251	0	251	251	251	251	2	34.114	5.294	39	36.500	32.500	37.500	186019548	100.000	786970	35	236.375	25.598	247.500	250	235	250	17.500	35.756	3.257	39	37	35	38	0.00	30.95	18.73	19.15	0.00	31.17	5	14	22	0	2	557838	77568	24160	532	382279	0	21.74	60.87	95.65	0.00	23	1784068	Haemophilus influenzae strain	23	1784068	1672	1725	5	47	1	gold	passed all cutoffs	
SRX6601763	1860196	True	757312682	407.114	3017182	251	251	0	251	251	251	251	2	34.267	4.964	39	36.500	33	37.500	186019596	100.000	782834	35	237.624	22.081	246.500	250	235.500	250	17	35.831	3.143	39	37	35	38	0.00	31.15	19.18	18.73	0.00	30.94	7	13	21	0	3	530076	79737	15927	638	200443	0	30.43	56.52	91.30	0.00	23	1833971	Haemophilus influenzae strain	23	1833971	1766	1820	6	47	1	gold	passed all cutoffs	
SRX6601764	1860196	True	550811970	296.104	2194470	251	251	0	251	251	251	251	2	34.541	5.201	39	36.500	33.500	38	186019377	100.000	780116	35	238.450	23.077	248.500	250	238.500	250	18	35.948	3.321	39	37	35	38	0.00	31.08	18.93	19.02	0.00	30.97	7	14	20	0	4	368635	78939	27477	670	221157	0	30.43	60.87	86.96	0.00	23	1815607	Haemophilus influenzae strain	23	1815607	1746	1800	6	47	1	gold	passed all cutoffs	
SRX6601765	1860196	True	653587434	351.354	2603934	251	251	0.000	251	251	251	251	2	34.769	5.125	39	37	34	38	186019717	100.000	777942	35	239.118	22.891	248.500	250	240	250	17.500	36.131	3.213	39	37	35.500	38.500	0.00	31.34	19.18	18.82	0.00	30.66	6	13	17	0	2	606532	108389	53082	1462	352932	0	35.29	76.47	100.00	0.00	17	1842619	Haemophilus influenzae strain	17	1842619	1750	1802	4	47	1	gold	passed all cutoffs	
SRX6601766	1860196	True	677462554	364.188	2699054	251	251	0.000	251	251	251	251	2	33.386	5.475	39	35.500	31.500	37	186019563	100.000	794054	35	234.266	25.939	245	250	230	249.500	18	35.265	3.450	39	36.500	34.500	37.500	0.00	31.07	19.09	18.93	0.00	30.91	5	10	15	0	2	537811	109183	31714	568	420481	0	29.41	58.82	88.24	0.00	17	1856114	Haemophilus influenzae strain	17	1856114	1792	1850	4	53	1	gold	passed all cutoffs	
SRX6601767	1860196	True	910471376	489.450	3627376	251	251	0	251	251	251	251	2	35.325	4.784	39	37	35	38	186019729	100.000	774056	35	240.318	21.997	249	250	242.500	250	18	36.533	2.939	39	37.500	36	38.500	0.00	30.95	18.97	18.96	0.00	31.13	5	13	19	0	2	622948	90149	43722	816	354918	0	25.00	65.00	95.00	0.00	20	1802992	Haemophilus influenzae strain	20	1802992	1701	1753	3	48	1	gold	passed all cutoffs	
SRX6601768	1860196	True	722566752	388.436	2878752	251	251	0.000	251	251	251	251	2	33.540	5.460	39	35.500	32	37	186019345	100.000	792108	35	234.841	25.748	245.500	250	231.500	250	18	35.357	3.434	39	37	34.500	37.500	0.00	31.12	18.94	18.96	0.00	30.98	5	12	20	0	2	525914	76813	25368	525	367665	0	21.74	52.17	86.96	0.00	23	1766714	Haemophilus influenzae strain	23	1766714	1670	1723	4	48	1	gold	passed all cutoffs	
SRX6601769	1860196	True	684206422	367.814	2725922	251	251	0.000	251	251	251	251	2	34.331	5.271	39	36.500	33	38	186019629	100.000	783960	35	237.282	24.250	247.500	250	236.500	250	18.500	35.839	3.357	39	37	35	38	0.00	30.97	18.75	19.15	0.00	31.14	7	12	16	0	3	352731	103361	50805	670	231477	0	41.18	70.59	94.12	0.00	17	1757153	Haemophilus influenzae strain	17	1757153	1665	1715	3	46	1	gold	passed all cutoffs	
SRX6601770	1860196	True	920344712	494.756	3666712	251	251	0	251	251	251	251	2	34.059	5.161	39	36	33	37	186020006	100.000	788618	35	235.881	25.696	246.500	250	234	250	19	35.729	3.221	39	37	35	38	0.00	30.92	18.87	19.04	0.00	31.16	5	17	26	0	3	557351	70660	23884	1226	203947	0	19.23	65.38	100.00	0.00	26	1837181	Haemophilus influenzae strain	26	1837181	1740	1792	7	44	1	gold	passed all cutoffs	
SRX6601771	1860196	True	684794766	368.130	2728266	251	251	0	251	251	251	251	2	33.083	5.754	39	35	31	37	186019575	100.000	798822	35	232.868	27.568	244.500	250	227.500	249.500	18	35.142	3.565	39	36.500	34	37.500	0.00	31.09	19.02	18.88	0.00	31.01	6	8	10	0	2	587062	155758	82959	638	394522	0	50.00	66.67	83.33	0.00	12	1869106	Haemophilus influenzae strain	12	1869106	1788	1845	9	47	1	gold	passed all cutoffs	
SRX6601772	1860196	True	744103556	400.014	2964556	251	251	0	251	251	251	251	2	34.300	5.304	39	36.500	33.500	38	186019670	100.000	783918	35	237.294	23.966	247.500	250	236	250	18	35.847	3.327	39	37	35	38	0.00	31.25	19.23	18.77	0.00	30.74	6	10	13	0	3	462632	131250	57905	515	308950	0	42.86	71.43	92.86	0.00	14	1837505	Haemophilus influenzae strain	14	1837505	1751	1802	3	47	1	gold	passed all cutoffs	
SRX6601773	1860196	True	639134352	343.584	2546352	251	251	0	251	251	251	251	2	32.937	5.867	39	35	31	37	186019677	100.000	798168	35	233.058	26.413	244	250	227	249.500	17.500	35.032	3.608	39	36	34	37.500	0.00	30.97	18.88	19.19	0.00	30.96	8	15	21	0	4	317897	84271	42792	990	208041	0	36.36	68.18	95.45	0.00	22	1853974	Haemophilus influenzae strain	22	1853974	1778	1830	4	47	1	gold	passed all cutoffs	
SRX6601774	1860196	True	651805836	350.396	2596836	251	251	0	251	251	251	251	2	33.107	5.477	39	35.500	31	37	186019943	100.000	799182	35	232.763	25.018	242	250	226	249	18.500	35.224	3.444	39	36.500	34	37.500	0.00	31.00	18.84	19.07	0.00	31.09	5	10	15	0	2	577203	120291	39013	1247	455539	0	33.33	66.67	100.00	0.00	15	1804368	Haemophilus influenzae strain	15	1804368	1705	1754	3	45	1	gold	passed all cutoffs	1
SRX6601775	1860196	True	815542674	438.418	3249174	251	251	0	251	251	251	251	2	30.104	5.831	39	31.500	27	34.500	186019503	100.000	854020	35	217.816	28.081	222	250	207	236	17.500	33.978	3.629	39	35	32.500	36.500	0.00	31.22	19.01	18.90	0.00	30.87	7	15	27	0	3	361627	58788	9360	530	283068	0	22.58	48.39	87.10	0.00	31	1822432	Haemophilus influenzae strain	31	1822432	1742	1796	5	48	1	gold	passed all cutoffs	
SRX6601776	1860196	True	799609194	429.852	3185694	251	251	0	251	251	251	251	2	34.008	5.031	39	36	33	37.500	186019725	100.000	792870	35	234.615	26.546	245	250	231	249.500	18	35.839	3.086	39	37	35	38	0.00	31.20	19.22	18.80	0.00	30.78	8	14	20	0	4	352940	94003	42677	1116	183655	0	40.00	70.00	100.00	0.00	20	1880068	Haemophilus influenzae strain	20	1880068	1791	1843	3	48	1	gold	passed all cutoffs	
SRX6601777	1860196	True	727400008	391.034	2898008	251	251	0	251	251	251	251	2	33.748	5.334	39	36	32	37.500	186019612	100.000	788826	35	235.819	23.179	245.500	250	231.500	249.500	18	35.578	3.293	39	37	34.500	38	0.00	31.00	18.75	19.15	0.00	31.11	6	12	19	0	3	367602	80622	30420	596	282538	0	27.27	54.55	86.36	0.00	22	1773699	Haemophilus influenzae strain	22	1773699	1679	1734	6	48	1	gold	passed all cutoffs	
SRX6601778	1860196	True	771687954	414.842	3074454	251	251	0	251	251	251	251	2	33.727	5.369	39	36	32	37	186019903	100.000	789096	35	235.738	23.265	245.500	250	231.500	249.500	17.500	35.546	3.342	39	37	34.500	38	0.00	30.77	18.98	19.17	0.00	31.09	8	20	27	0	6	212048	60462	39766	565	128731	0	25.81	64.52	87.10	0.00	31	1874334	Haemophilus influenzae strain	31	1874334	1815	1868	5	47	1	gold	passed all cutoffs	
SRX6601779	1860196	True	577841156	310.634	2302156	251	251	0	251	251	251	251	2	33.997	5.253	39	36	32.500	37	186019634	100.000	785134	35	236.927	24.131	247	250	235	250	18.500	35.641	3.246	39	37	35	37.500	0.00	30.97	19.20	18.79	0.00	31.04	6	14	21	0	3	523698	79002	27565	580	212896	0	26.09	60.87	91.30	0.00	23	1817048	Haemophilus influenzae strain	23	1817048	1732	1789	6	50	1	gold	passed all cutoffs	
SRX6601780	1860196	True	620736052	333.694	2473052	251	251	0	251	251	251	251	2	34.906	5.046	39	37	34	38	186019619	100.000	777298	35	239.316	22.723	248.500	250	240.500	250	18	36.209	3.187	39	37.500	36	38.500	0.00	30.89	18.88	19.10	0.00	31.14	5	13	17	0	2	608974	105251	31584	1257	401186	0	29.41	76.47	100.00	0.00	17	1789279	Haemophilus influenzae strain	17	1789279	1677	1729	3	48	1	gold	passed all cutoffs	
SRX6601781	1860196	True	273219454	146.877	1093856	41	249.776	6.714	251	251	250	251	13.500	36.022	3.118	38	37	36	38	186019620	100.000	747580	40	248.829	7.055	250	250	250	250	13.500	36.053	3.099	38	37.500	36	38	0.00	31.07	18.94	19.11	0.00	30.87	6	11	16	0	2	561117	108367	40135	926	369337	0	35.29	64.71	94.12	0.00	17	1842253	Haemophilus influenzae strain	17	1842253	1791	1846	4	50	1	gold	passed all cutoffs	
SRX6601782	1860196	True	324117176	174.238	1296638	35	249.968	6.303	251	251	250	251	2	36.212	3.016	38	37.500	36.500	38	186019944	100.000	746996	35	249.024	6.795	250	250	250	250	13	36.242	2.996	38	37.500	36.500	38	0.00	30.90	18.97	19.07	0.00	31.06	7	22	27	0	6	291028	61581	36786	614	104843	0	22.58	70.97	87.10	0.00	31	1909017	Haemophilus influenzae strain	31	1909017	1844	1901	5	51	1	gold	passed all cutoffs	1
SRX6601783	1860196	True	723083310	388.714	2880810	251	251	0	251	251	251	251	2	30.087	5.756	39	31.500	27	34.500	186019792	100.000	853500	35	217.950	27.238	221.500	250	207.500	236	17.500	33.894	3.677	39	35	32.500	36.500	0.00	31.08	19.04	18.81	0.00	31.07	7	15	27	0	3	364330	63857	13273	718	217581	0	25.00	53.57	96.43	0.00	28	1787998	Haemophilus influenzae strain	28	1787998	1699	1751	5	46	1	gold	passed all cutoffs	
SRX6601784	1860196	True	907622024	487.918	3616024	251	251	0	251	251	251	251	2	29.351	5.803	39	31	26.500	34	186019796	100.000	871290	35	213.499	29.795	217.500	250	204	231.500	17	33.605	3.683	39	35	32	36.500	0.00	31.27	19.24	18.74	0.00	30.75	8	14	18	0	4	362632	102054	63670	1272	170508	0	44.44	77.78	100.00	0.00	18	1836972	Haemophilus influenzae strain	18	1836972	1751	1803	3	48	1	gold	passed all cutoffs	
SRX6601785	1860196	True	1017454604	546.960	4053604	251	251	0	251	251	251	251	2	34.121	5.103	39	36.500	33	37	186019552	100.000	784592	35	237.091	23.408	247	250	235	250	17.500	35.732	3.176	39	37	35	38	0.00	31.08	18.92	18.98	0.00	31.01	4	9	14	0	1	987654	103148	10539	587	987654	0	23.53	52.94	82.35	0.00	17	1753530	Haemophilus influenzae strain	17	1753530	1654	1709	6	48	1	gold	passed all cutoffs	
SRX6601786	1860196	True	817618946	439.534	3257446	251	251	0	251	251	251	251	2	28.830	5.898	39	30	25.500	33	186019608	100.000	879932	35	211.402	30.186	215	250	201.500	229.500	17.500	33.287	3.785	39	34.500	31	36.500	0.00	31.20	19.41	18.65	0.00	30.74	6	13	18	0	3	414983	102235	35378	900	291844	0	31.58	68.42	94.74	0.00	19	1942476	Haemophilus influenzae strain	19	1942476	1886	1938	3	48	1	gold	passed all cutoffs	
SRX6601787	1860196	True	646625196	347.612	2576196	251	251	0.000	251	251	251	251	2	34.496	5.212	39	36.500	33.500	38	186019466	100.000	781060	35	238.163	23.435	248.500	250	238	250	18	35.929	3.322	39	37	35	38	0.00	31.14	19.12	18.87	0.00	30.87	8	15	21	0	4	368493	76976	28074	670	174720	0	33.33	62.50	87.50	0.00	24	1847444	Haemophilus influenzae strain	24	1847444	1786	1839	3	49	1	gold	passed all cutoffs	
SRX6601788	1860196	True	884612352	475.548	3524352	251	251	0	251	251	251	251	2	28.836	6.021	39	30.500	25.500	33	186019892	100.000	877930	35	211.885	30.204	215.500	250	202	230	17.500	33.292	3.815	39	34.500	31	36.500	0.00	31.21	19.40	18.66	0.00	30.73	8	14	19	0	4	445598	97147	42660	900	184523	0	40.00	70.00	95.00	0.00	20	1942944	Haemophilus influenzae strain	20	1942944	1887	1935	3	44	1	gold	passed all cutoffs	
SRX6601789	1860196	True	589908734	317.122	2350234	251	251	0	251	251	251	251	2	30.353	5.834	39	32	27.500	34.500	186019869	100.000	850256	35	218.781	27.924	223	250	208.500	237	17	34.080	3.653	39	35.500	32.500	37	0.00	30.91	18.97	18.97	0.00	31.14	6	15	24	0	3	557948	72910	24180	532	224394	0	24.00	60.00	96.00	0.00	25	1822773	Haemophilus influenzae strain	25	1822773	1725	1783	7	50	1	gold	passed all cutoffs	
SRX6601790	1860196	True	813835372	437.500	3242372	251	251	0	251	251	251	251	2	28.957	5.899	39	30.500	25.500	33	186019650	100.000	874490	35	212.718	28.730	216	250	202.500	230.500	17.500	33.289	3.794	39	34.500	31	36.500	0.00	31.22	19.06	18.93	0.00	30.80	8	21	38	0	5	289430	45496	17356	724	137936	0	19.51	51.22	92.68	0.00	41	1865336	Haemophilus influenzae strain	41	1865336	1800	1851	5	45	1	gold	passed all cutoffs	
SRX6601791	1860196	True	348234130	187.203	1394290	35	249.757	7.014	251	251	250	251	2	36.005	2.935	38	37.500	36	37.500	186019836	100.000	747640	38	248.809	7.525	250	250	250	250	14	36.051	2.909	38	37.500	36	37.500	0.00	31.09	18.94	19.01	0.00	30.96	7	14	20	0	4	368601	82561	28026	533	221160	0	31.82	63.64	90.91	0.00	22	1816356	Haemophilus influenzae strain	22	1816356	1748	1805	4	52	1	gold	passed all cutoffs	
SRX6601792	1860196	True	342938444	184.356	1380524	35	248.411	10.949	251	251	250	251	2	36.228	2.773	38	37.500	36	37.500	186019743	100.000	751910	35	247.397	11.474	250	250	250	250	13.500	36.271	2.747	38	37.500	36	37.500	0.00	31.09	18.94	19.01	0.00	30.96	7	14	20	0	4	368597	82556	28026	533	221160	0	31.82	63.64	90.91	0.00	22	1816244	Haemophilus influenzae strain	22	1816244	1748	1805	4	52	1	gold	passed all cutoffs	
SRX6601793	1860196	True	234837546	126.243	940714	35	249.637	7.657	251	251	250	251	2	35.911	3.010	38	37.500	35.500	37.500	186019635	100.000	748012	40	248.685	8.135	250	250	250	250	13.500	35.948	2.995	38	37.500	35.500	37.500	0.00	31.09	18.95	19.00	0.00	30.95	7	13	18	0	4	368712	90860	33728	670	221166	0	35.00	65.00	90.00	0.00	20	1817203	Haemophilus influenzae strain	20	1817203	1749	1806	4	52	1	gold	passed all cutoffs	
SRX6601794	1860196	True	318711988	171.332	1277904	35	249.403	8.156	251	251	250	251	2	35.560	3.166	38	37	35	37.500	186019445	100.000	748730	35	248.447	8.534	250	250	250	250	13.500	35.598	3.152	38	37	35	37.500	0.00	31.08	18.92	19.03	0.00	30.97	7	14	19	0	4	368879	95575	47417	1076	221172	0	36.84	73.68	100.00	0.00	19	1815929	Haemophilus influenzae strain	19	1815929	1753	1807	3	50	1	gold	passed all cutoffs	
SRX6601795	1860196	True	755945736	406.380	3011736	251	251	0	251	251	251	251	2	34.978	4.909	39	37	34	38	186019609	100.000	777066	35	239.387	22.880	249	250	240.500	250	18	36.246	3.141	39	37.500	36	38.500	0.00	31.35	19.23	18.78	0.00	30.64	6	13	16	0	2	667019	99525	39725	512	352763	0	31.58	68.42	84.21	0.00	19	1890979	Haemophilus influenzae strain	19	1890979	1810	1862	4	47	1	gold	passed all cutoffs	
SRX6601796	1860196	True	813110986	437.110	3239486	251	251	0	251	251	251	251	2	34.671	5.185	39	37	33.500	38	186019631	100.000	779728	35	238.570	23.320	248.500	250	239	250	17.500	36.055	3.281	39	37	35.500	38.500	0.00	31.09	18.94	19.01	0.00	30.96	7	16	22	0	4	368834	72632	26619	670	221160	0	28.00	64.00	88.00	0.00	25	1815810	Haemophilus influenzae strain	25	1815810	1746	1802	3	52	1	gold	passed all cutoffs	
SRX6601797	1860196	True	625108974	336.044	2490474	251	251	0	251	251	251	251	2	34.486	5.136	39	36.500	33.500	38	186019564	100.000	783996	35	237.271	24.490	247.500	250	236.500	250	18	35.970	3.277	39	37	35.500	38	0.00	31.29	19.23	18.83	0.00	30.64	7	13	18	0	3	492470	99555	39689	721	228335	0	36.84	68.42	94.74	0.00	19	1891549	Haemophilus influenzae strain	19	1891549	1809	1862	4	48	1	gold	passed all cutoffs	
SRX6601798	1860196	True	766795964	412.212	3054964	251	251	0	251	251	251	251	2	35.081	4.900	39	37	34	38	186019602	100.000	775830	35	239.769	22.448	249	250	241.500	250	18.500	36.349	3.068	39	37.500	36	38.500	0.00	31.06	18.96	19.10	0.00	30.88	7	13	17	0	3	353673	108206	51368	1076	231432	0	41.18	76.47	100.00	0.00	17	1839511	Haemophilus influenzae strain	17	1839511	1785	1836	3	47	1	gold	passed all cutoffs	
SRX6601799	1860196	True	882990892	474.676	3517892	251	251	0	251	251	251	251	2	34.395	5.105	39	36.500	33	37.500	186019461	100.000	778746	35.500	238.870	21.605	248	250	238.500	250	18.500	35.889	3.097	39	37	35	37.500	0.00	31.08	19.22	18.79	0.00	30.91	8	11	18	0	3	401189	102926	76436	1597	258571	0	44.44	61.11	100.00	0.00	18	1852668	Haemophilus influenzae strain	18	1852668	1806	1861	5	49	1	gold	passed all cutoffs	
SRX6601800	1860196	True	917498372	493.226	3655372	251	251	0	251	251	251	251	2	34.841	4.997	39	37	34	38	186019959	100.000	777582	35	239.228	22.560	249	250	240	250	17	36.129	3.216	39	37.500	35.500	38.500	0.00	31.05	18.95	18.92	0.00	31.08	5	10	12	0	1	985935	150170	82751	1712	985935	0	41.67	83.33	100.00	0.00	12	1802051	Haemophilus influenzae strain	12	1802051	1695	1744	3	45	1	gold	passed all cutoffs	
SRX6601801	1860196	True	875741510	470.780	3489010	251	251	0	251	251	251	251	2	35.084	4.803	39	37	34	38	186019542	100.000	776554	35.500	239.545	22.872	249	250	241	250	18.500	36.305	3.100	39	37.500	36	38.500	0.00	31.31	19.18	18.82	0.00	30.68	6	12	17	0	2	613476	108360	53191	1462	348021	0	35.29	70.59	100.00	0.00	17	1842136	Haemophilus influenzae strain	17	1842136	1752	1801	3	45	1	gold	passed all cutoffs	
SRX6601802	1860196	True	725726340	390.134	2891340	251	251	0	251	251	251	251	2	34.686	4.982	39	37	34	37.500	186019345	100.000	778406	35	238.975	22.919	248.500	250	239.500	250	18	36.034	3.125	39	37	35	38	0.00	30.87	18.72	19.19	0.00	31.21	3	7	11	1	1	1150259	164109	26819	1247	1150259	0	27.27	63.64	100.00	9.09	11	1805207	Haemophilus influenzae strain	11	1805207	1711	1760	3	45	1	gold	passed all cutoffs	
SRX6601803	1860196	True	817764526	439.612	3258026	251	251	0	251	251	251	251	2	33.851	5.183	39	36	32	37	186019560	100.000	788414	35	235.942	23.432	245.500	250	232	250	17.500	35.585	3.296	39	37	35	38	0.00	31.00	18.85	19.06	0.00	31.09	5	9	14	0	2	577334	129049	32966	1247	563888	0	35.71	64.29	100.00	0.00	14	1806689	Haemophilus influenzae strain	14	1806689	1714	1766	3	48	1	gold	passed all cutoffs	
SRX6601804	1860196	True	730966216	392.952	2912216	251	251	0	251	251	251	251	2	34.839	4.997	39	37	34	38	186019575	100.000	777856	35	239.144	22.332	248.500	250	239.500	250	18	36.181	3.137	39	37	35.500	38	0.00	31.39	19.32	18.59	0.00	30.70	5	8	10	0	2	673994	169577	66974	891	375708	0	45.45	72.73	90.91	0.00	11	1865348	Haemophilus influenzae strain	11	1865348	1768	1817	3	45	1	gold	passed all cutoffs	
SRX6601805	1860196	True	741565444	398.650	2954444	251	251	0	251	251	251	251	2	34.015	5.047	39	36	33	37.500	186019570	100.000	787232	35	236.296	23.344	246	250	233	250	17.500	35.683	3.225	39	37	35	38	0.00	31.06	18.96	18.96	0.00	31.01	5	14	21	0	3	526131	75771	18142	538	214088	0	20.83	58.33	87.50	0.00	24	1818527	Haemophilus influenzae strain	24	1818527	1734	1785	3	47	1	gold	passed all cutoffs	
SRX6601806	1860196	True	774080486	416.128	3083986	251	251	0.000	251	251	251	251	2	33.960	5.314	39	36	32.500	37.500	186019705	100.000	787106	35	236.334	25.211	247	250	234.500	250	18	35.620	3.321	39	37	35	37.500	0.00	31.09	19.06	18.84	0.00	31.00	5	13	17	0	3	618829	94740	27339	593	308706	0	25.00	65.00	85.00	0.00	20	1894811	Haemophilus influenzae strain	20	1894811	1825	1884	6	52	1	gold	passed all cutoffs	
SRX6601807	1860196	True	810038244	435.458	3227244	251	251	0.000	251	251	251	251	2	34.224	4.967	39	36	33	37.500	186019556	100.000	783822	35	237.324	22.349	246.500	250	235	250	18.500	35.807	3.156	39	37	35	38	0.00	30.74	18.77	19.21	0.00	31.28	4	10	14	1	1	1190349	131774	32905	1247	1190349	0	28.57	71.43	100.00	7.14	14	1844847	Haemophilus influenzae strain	14	1844847	1763	1811	3	44	1	gold	passed all cutoffs	
SRX6601808	1860196	True	613584560	329.850	2444560	251	251	0	251	251	251	251	2	34.362	5.247	39	36.500	33.500	37.500	186019261	100.000	783768	35	237.340	24.328	248	250	236.500	250	17	35.883	3.307	39	37	35	38	0.00	31.19	19.08	18.83	0.00	30.90	5	10	13	1	1	1032663	142787	53068	1712	1032663	0	38.46	76.92	100.00	7.69	13	1856240	Haemophilus influenzae strain	13	1856240	1762	1814	3	48	1	gold	passed all cutoffs	
SRX6601809	1860196	True	879210832	472.644	3502832	251	251	0	251	251	251	251	2	34.034	5.264	39	36	32.500	37.500	186019686	100.000	792396	35	234.756	28.040	247	250	233	250	17.500	35.738	3.317	39	37	35	37.500	0.00	30.71	18.97	19.25	0.00	31.07	7	17	30	0	4	330417	60396	13355	665	232785	0	21.88	53.12	93.75	0.00	32	1932687	Haemophilus influenzae strain	32	1932687	1907	1960	5	47	1	gold	passed all cutoffs	
